Sigla;Código;Município;1970;1975;1980;1985;1996
PI;2203701;Esperantina;1363.234146;4266.276912;3368.106508;6084.177978;29753.92123
PI;2203750;Fartura do Piauí;;;;;1342.497002
PI;2203800;Flores do Piauí;270.819079;398.5220389;396.3888519;1805.003465;4005.100108
PI;2203859;Floresta do Piauí;;;;;
PI;2203909;Floriano;10277.63977;16143.10177;17138.6488;39492.23181;99350.27315
PI;2204006;Francinópolis;152.6840075;163.2046484;117.9145775;575.9070859;3035.554578
PI;2204105;Francisco Ayres;0;686.9296476;654.8999141;1112.862981;2797.26442
PI;2204154;Francisco Macedo;;;;;
PI;2204204;Francisco Santos;158.2564165;377.4925299;608.6272566;958.2318645;1625.809308
PI;2204303;Fronteiras;1362.676905;2729.391338;3695.172557;6463.765116;5499.847521
PI;2204352;Geminiano;;;;;
PI;2204402;Gilbués;416.7047475;832.2003335;1335.392384;4704.154863;8620.854086
PI;2204501;Guadalupe;2992.160754;2197.680962;1010.018664;2647.535807;11185.05671
PI;2204550;Guaribas;;;;;
PI;2204600;Hugo Napoleão;0;339.4462015;323.6187126;1029.204533;2598.323596
PI;2204659;Ilha Grande;;;;;
PI;2204709;Inhuma;327.6576511;1309.139789;3535.474695;6280.128919;7459.774936
PI;2204808;Ipiranga do Piauí;181.6605345;216.9263284;175.0894366;621.9303669;3917.761451
PI;2204907;Isaías Coelho;191.245078;234.0163879;193.552274;733.2005998;2287.84411
PI;2205003;Itainópolis;825.385226;1239.238818;1257.61969;2487.976101;7161.796159
PI;2205102;Itaueira;362.6523799;1206.014965;2710.88356;2816.112625;5688.703895
PI;2205151;Jacobina do Piauí;;;;;1711.453801
PI;2205201;Jaicós;1775.146622;2321.441545;2051.999621;4373.642015;8366.89366
PI;2205250;Jardim do Mulato;;;;;1907.01902
PI;2205276;Jatobá do Piauí;;;;;
PI;2205300;Jerumenha;690.5329274;799.7986006;626.1420764;1770.110632;2384.563902
PI;2205359;João Costa;;;;;
PI;2205409;Joaquim Pires;172.74468;1586.63429;644.80862;217.2434252;12115.58511
PI;2205458;Joca Marques;;;;;
PI;2205508;José de Freitas;2035.043779;2998.826426;2986.929029;4885.922251;9780.261722
PI;2205516;Juazeiro do Piauí;;;;;
PI;2205524;Júlio Borges;;;;;
PI;2205532;Jurema;;;;;
PI;2205540;Lagoinha do Piauí;;;;;
PI;2205557;Lagoa Alegre;;;;;3296.657039
PI;2205565;Lagoa do Barro do Piauí;;;;;2955.798457
PI;2205573;Lagoa de São Francisco;;;;;
PI;2205581;Lagoa do Piauí;;;;;
PI;2205599;Lagoa do Sítio;;;;;
PI;2205607;Landri Sales;153.3526966;255.3905468;287.4843584;761.0678462;3782.551785
PI;2205706;Luís Correia;608.2841701;2588.358055;997.5651608;11470.48975;23090.54981
PI;2205805;Luzilândia;1401.683768;2569.838103;2543.013942;6307.470933;14694.04091
PI;2205854;Madeiro;;;;;
PI;2205904;Manoel Emídio;85.59220275;131.2703017;358.8559759;136.4210739;5169.318817
PI;2205953;Marcolândia;;;;;4318.110291
PI;2206001;Marcos Parente;536.065749;364.1986515;479.5715143;1737.214928;5123.338415
PI;2206050;Massapê do Piauí;;;;;
PI;2206100;Matias Olímpio;832.0721168;832.1120197;958.9863316;1147.89729;5077.048692
PI;2206209;Miguel Alves;1444.702766;2460.732222;2832.99762;5962.81997;7712.006961
PI;2206308;Miguel Leão;114.3458334;160.9990217;153.2223545;125.4598351;383.9857566
PI;2206357;Milton Brandão;;;;;
PI;2206407;Monsenhor Gil;398.0929013;6721.046916;1768.471865;945.8330963;38398.67663
PI;2206506;Monsenhor Hipólito;167.172271;215.6528693;188.0365356;500.7057285;2602.96821
PI;2206605;Monte Alegre do Piauí;106.9902534;147.3189556;137.1099739;846.8469802;5094.005859
PI;2206654;Morro Cabeça no Tempo;;;;;
PI;2206670;Morro do Chapéu do Piauí;;;;;
PI;2206696;Murici dos Portelas;;;;;
PI;2206704;Nazaré do Piauí;343.0375001;581.6404357;666.5973536;1433.694711;3484.898965
PI;2206720;Nazária;;;;;
PI;2206753;Nossa Senhora de Nazaré;;;;;
PI;2206803;Nossa Senhora dos Remédios;258.0025382;286.7519304;215.4193561;803.3746325;4696.515816
PI;2206902;Novo Oriente do Piauí;776.7938192;2786.85224;497.5916823;8.741455683;22808.2365
PI;2206951;Novo Santo Antônio;;;;;
PI;2207009;Oeiras;5207.639138;8509.969528;9717.649811;15866.09909;22189.45354
PI;2207108;Olho D'Água do Piauí;;;;;
PI;2207207;Padre Marcos;1027.552226;2469.766841;4012.398028;8949.204029;10321.37294
PI;2207306;Paes Landim;183.8894981;560.126673;529.6362419;283.082546;4075.899676
PI;2207355;Pajeú do Piauí;;;;;
PI;2207405;Palmeira do Piauí;264.3550845;684.0527682;0;0.474365774;2113.032373
PI;2207504;Palmeirais;288.8736843;8619.081852;458.3390555;94.55754974;40177.40714
PI;2207553;Paquetá;;;;;
PI;2207603;Parnaguá;821.4845397;848.2712022;592.0604543;1605.065688;8388.243414
PI;2207702;Parnaíba;22000.09376;27799.56135;43083.1935;97132.08971;105713.7905
PI;2207751;Passagem Franca do Piauí;;;;;14133.60676
PI;2207777;Patos do Piauí;;;;;1906.702524
PI;2207793;Pau D'Arco do Piauí;;;;;
PI;2207801;Paulistana;1182.799541;2265.517921;2933.052644;6757.145393;9245.333529
PI;2207850;Pavussu;;;;;
PI;2207900;Pedro II;787.0470518;4062.578829;1887.965166;1809.727347;35970.02196
PI;2207934;Pedro Laurentino;;;;;
PI;2207959;Nova Santa Rita;;;;;
PI;2208007;Picos;8199.688444;22353.96868;41191.53029;74800.00462;115558.8692
PI;2208106;Pimenteiras;624.1098117;1343.65206;123.1952702;172.3315793;7633.750226
PI;2208205;Pio IX;359.5318308;874.1455178;1436.567793;4291.968572;6279.434493
PI;2208304;Piracuruca;3047.996293;5159.126823;2482.681636;4690.91615;22795.57559
PI;2208403;Piripiri;2887.956705;8050.812197;17854.60574;22471.21904;48030.29941
PI;2208502;Porto;130.0600268;556.937809;1612.001963;3601.539953;7587.954275
PI;2208551;Porto Alegre do Piauí;;;;;
PI;2208601;Prata do Piauí;312.0549059;354.6635653;272.4571052;882.4400859;2746.54046
PI;2208650;Queimada Nova;;;;;2657.670577
PI;2208700;Redenção do Gurguéia;94.5080572;191.0876428;261.1514085;742.0670638;1959.729446
PI;2208809;Regeneração;1808.803972;2332.901245;2033.748325;4787.614397;7554.344079
PI;2208858;Riacho Frio;;;;;
PI;2208874;Ribeira do Piauí;;;;;
PI;2208908;Ribeiro Gonçalves;285.3073425;392.1062332;364.2424392;1069.714113;2275.792615
PI;2209005;Rio Grande do Piauí;645.284966;468.7641448;230.1723893;1058.760766;4673.080464
PI;2209104;Santa Cruz do Piauí;105.2070825;187.927037;226.8974196;990.8136514;5421.612667
PI;2209153;Santa Cruz dos Milagres;;;;;1155.656636
PI;2209203;Santa Filomena;215.5407814;542.4799246;922.8558947;1292.8878;3005.174801
PI;2209302;Santa Luz;249.6439247;360.9164084;352.6860271;1107.688595;2506.467476
PI;2209351;Santana do Piauí;;;;;5544.835891
PI;2209377;Santa Rosa do Piauí;;;;;4758.348497
PI;2209401;Santo Antônio de Lisboa;23.40411794;114.9264906;381.455617;861.3607746;3246.184143
PI;2209450;Santo Antônio dos Milagres;;;;;
PI;2209500;Santo Inácio do Piauí;133.7378168;345.1074839;601.9362899;977.9411561;3257.562613
PI;2209559;São Braz do Piauí;;;;;2501.645761
PI;2209609;São Félix do Piauí;37.4465887;114.2762169;235.7194671;1002.85546;3825.144825
PI;2209658;São Francisco de Assis do Piauí;;;;;
PI;2209708;São Francisco do Piauí;156.0274529;330.3198488;472.6768414;797.6526665;1087.899592
PI;2209757;São Gonçalo do Gurguéia;;;;;
PI;2209807;São Gonçalo do Piauí;272.1564572;336.9985798;282.0548034;867.9488738;3626.998508
PI;2209856;São João da Canabrava;;;;;2482.434143
PI;2209872;São João da Fronteira;;;;;
PI;2209906;São João da Serra;641.9415206;250.008558;65.81278746;231.129485;2044.257654
PI;2209955;São João da Varjota;;;;;
PI;2209971;São João do Arraial;;;;;
PI;2210003;São João do Piauí;3561.103717;3674.528286;2612.971368;3812.909672;18451.58295
PI;2210052;São José do Divino;;;;;3957.303586
PI;2210102;São José do Peixe;352.1762509;256.7917107;311.8272549;2204.352794;4723.316979
PI;2210201;São José do Piauí;231.8122158;526.1493974;807.1938382;1332.027248;1815.861929
PI;2210300;São Julião;10.03033626;75.24709287;381.5574702;1113.198638;2280.428969
PI;2210359;São Lourenço do Piauí;;;;;2662.439136
PI;2210375;São Luis do Piauí;;;;;
PI;2210383;São Miguel da Baixa Grande;;;;;
PI;2210391;São Miguel do Fidalgo;;;;;
PI;2210409;São Miguel do Tapuio;643.8361397;1339.53764;1883.781353;3878.298708;7866.861188
PI;2210508;São Pedro do Piauí;1239.86101;1099.449371;658.9818739;2320.937016;9765.028961
PI;2210607;São Raimundo Nonato;3767.617195;2913.897571;6386.253519;16264.14186;15391.29141
PI;2210623;Sebastião Barros;;;;;
PI;2210631;Sebastião Leal;;;;;
PI;2210656;Sigefredo Pacheco;;;;;6370.161435
PI;2210706;Simões;695.8824401;1365.29495;1810.56071;4329.739933;8175.383548
PI;2210805;Simplício Mendes;1870.100472;4382.376863;6941.454895;9769.921501;13021.20885
PI;2210904;Socorro do Piauí;355.7425927;489.6914856;286.9045791;42.8766549;2651.688009
PI;2210938;Sussuapara;;;;;
PI;2210953;Tamboril do Piauí;;;;;
PI;2210979;Tanque do Piauí;;;;;
PI;2211001;Teresina;227031.3117;413219.1515;634636.9756;1302888.227;2175204.889
PI;2211100;União;3424.691144;4649.162304;3718.649702;14977.87615;19205.09514
PI;2211209;Uruçuí;423.2801902;1104.663264;906.9903121;2861.094342;7496.795154
PI;2211308;Valença do Piauí;3116.75982;3669.763548;4418.216128;9298.710072;16109.71994
PI;2211357;Várzea Branca;;;;;2755.923656
PI;2211407;Várzea Grande;0;3709.282998;411.3299216;950.6441947;26153.31177
PI;2211506;Vera Mendes;;;;;
PI;2211605;Vila Nova do Piauí;;;;;
PI;2211704;Wall Ferraz;;;;;
PR;4100103;Abatiá;1491.868615;1215.462204;834.46891;918.2202688;2920.417878
PR;4100202;Adrianópolis;2962.999377;3058.315018;2660.055486;2274.856186;6245.657796
PR;4100301;Agudos do Sul;1012.803251;1249.39583;1298.771765;1181.41608;5193.28559
PR;4100400;Almirante Tamandaré;4179.620118;8389.210243;14189.37175;15151.30469;97275.05292
PR;4100459;Altamira do Paraná;;;;1296.935732;6197.458152
PR;4100509;Altônia;3278.466119;4829.42961;5994.856645;5433.502371;16591.71115
PR;4100608;Alto Paraná;2111.281069;4147.576691;6865.949706;3940.312072;11728.54443
PR;4100707;Alto Piquiri;2013.247579;3689.556385;5697.822802;4468.48627;10611.95726
PR;4100806;Alvorada do Sul;2563.010171;3598.503512;4257.467614;2933.370951;8611.750093
PR;4100905;Amaporã;94.26297063;368.9478142;1216.876719;1141.154382;3069.274714
PR;4101002;Ampére;736.2985373;1338.694263;2051.004852;2079.378372;9958.326053
PR;4101051;Anahy;;;;;2558.502179
PR;4101101;Andirá;6000.257027;7889.688677;8741.937554;6933.916806;16208.45028
PR;4101150;Ângulo;;;;;2984.658382
PR;4101200;Antonina;5951.345019;7194.584666;7329.159078;6109.824459;23873.26052
PR;4101309;Antônio Olinto;1119.844091;1059.580045;844.8270287;833.9651932;2756.077544
PR;4101408;Apucarana;31628.99717;44791.61371;53452.22857;46595.20837;158390.2566
PR;4101507;Arapongas;20494.13139;22227.16225;20314.04191;19674.06105;77817.54829
PR;4101606;Arapoti;1638.080956;2779.130704;3973.199796;4921.68645;25710.94088
PR;4101655;Arapuã;;;;;
PR;4101705;Araruna;3009.502442;2859.886364;2290.132843;1546.499157;4780.125039
PR;4101804;Araucária;11530.77025;11424.61809;9538.561509;15762.29558;110772.5793
PR;4101853;Ariranha do Ivaí;;;;;
PR;4101903;Assaí;9853.832003;9813.698789;8236.033709;5988.4995;14787.06152
PR;4102000;Assis Chateaubriand;5195.984414;19392.96517;13282.05898;8879.930161;44929.6063
PR;4102109;Astorga;7677.718958;7714.199191;6531.415428;5073.950903;18920.56513
PR;4102208;Atalaia;777.9837176;840.2307366;764.6882946;716.3696128;2597.909931
PR;4102307;Balsa Nova;931.2134132;1111.357662;1117.676949;1344.48662;9802.069544
PR;4102406;Bandeirantes;10011.87958;13772.28852;15964.46718;13954.92024;27251.54218
PR;4102505;Barbosa Ferraz;2486.761902;9119.044143;6623.028232;1141.859494;22083.94527
PR;4102604;Barracão;3254.271956;1714.026529;4009.558066;2335.697339;12655.16006
PR;4102703;Barra do Jacaré;644.7587191;933.3267268;1138.486807;963.5423484;3140.406392
PR;4102752;Bela Vista da Caroba;;;;;
PR;4102802;Bela Vista do Paraíso;5310.880502;6121.068152;5944.915984;3353.069191;10262.10442
PR;4102901;Bituruna;1314.549494;1906.739045;2330.57669;2075.713769;8524.25694
PR;4103008;Boa Esperança;913.4081854;1787.425221;2947.465192;2225.831807;4368.935024
PR;4103024;Boa Esperança do Iguaçu;;;;;2757.675398
PR;4103040;Boa Ventura de São Roque;;;;;
PR;4103057;Boa Vista da Aparecida;;;;666.4715834;5905.482418
PR;4103107;Bocaiúva do Sul;3582.097621;4168.961487;4088.614552;3815.414776;10235.15902
PR;4103156;Bom Jesus do Sul;;;;;
PR;4103206;Bom Sucesso;1505.065431;2775.296799;4312.422564;2505.925398;5751.471416
PR;4103222;Bom Sucesso do Sul;;;;;6704.402068
PR;4103305;Borrazópolis;1819.170597;2254.735944;2354.917894;2411.773861;6897.489289
PR;4103354;Braganey;;;;441.053834;4530.351234
PR;4103370;Brasilândia do Sul;;;;;3678.26272
PR;4103404;Cafeara;487.0253483;691.6037849;827.6009456;924.020302;2679.967724
PR;4103453;Cafelândia;;;;6563.63761;9807.78531
PR;4103479;Cafezal do Sul;;;;;5477.618901
PR;4103503;Califórnia;990.3896114;1745.745005;2593.064747;1914.943575;6200.277499
PR;4103602;Cambará;6120.704156;6803.501492;6372.669584;5390.655287;16217.42651
PR;4103701;Cambé;9317.4757;14768.12175;19724.68518;24368.02816;91363.25437
PR;4103800;Cambira;2998.924042;3378.632732;3207.556577;2890.453733;4407.74908
PR;4103909;Campina da Lagoa;2490.951367;3936.484145;5242.151713;4098.788345;14577.57327
PR;4103958;Campina do Simão;;;;;
PR;4104006;Campina Grande do Sul;1663.008275;2663.305485;3594.225969;4196.659432;21397.42979
PR;4104055;Campo Bonito;;;;;8322.377591
PR;4104105;Campo do Tenente;1172.526618;1789.35322;2301.056426;1855.485759;6301.160269
PR;4104204;Campo Largo;8466.176339;14190.85527;20044.15038;20322.0318;84538.41002
PR;4104253;Campo Magro;;;;;
PR;4104303;Campo Mourão;17411.52278;23620.40133;38769.54674;40203.18172;114530.9581
PR;4104402;Cândido de Abreu;780.8116067;862.3123201;802.4920572;1497.974781;10533.47905
PR;4104428;Candói;;;;;24935.05309
PR;4104451;Cantagalo;;;;901.2414511;11545.1741
PR;4104501;Capanema;1510.721209;3566.376604;7094.599744;6640.16154;23834.12442
PR;4104600;Capitão Leônidas Marques;1232.540709;1936.303536;2563.323541;2732.789712;13578.81992
PR;4104659;Carambeí;;;;;
PR;4104709;Carlópolis;4455.286939;5641.324419;6019.27649;4615.575926;10863.47439
PR;4104808;Cascavel;37157.52039;37935.53989;88599.57568;74351.69206;410960.5135
PR;4104907;Castro;10542.37064;27306.01917;28902.56996;34573.14414;114480.5332
PR;4105003;Catanduvas;2456.178805;3263.54167;3654.064139;3595.655071;7544.939361
PR;4105102;Centenário do Sul;1808.068513;3070.465813;4393.913171;5005.901071;11082.34348
PR;4105201;Cerro Azul;1376.553581;2134.27712;2788.472191;3560.806874;12797.86197
PR;4105300;Céu Azul;1838.546874;2913.834235;3891.462032;3334.588784;14181.47126
PR;4105409;Chopinzinho;1682.803499;3719.57073;6928.034756;5338.27058;19042.04784
PR;4105508;Cianorte;11130.99052;14664.18085;16279.44611;15783.75477;60708.8123
PR;4105607;Cidade Gaúcha;2092.009528;2703.547889;2944.166023;3537.552854;11899.45936
PR;4105706;Clevelândia;4148.408601;5240.730089;5579.045214;7252.12553;25369.9549
PR;4105805;Colombo;6877.321601;14120.79909;24431.88838;29382.0496;168703.9122
PR;4105904;Colorado;1468.617082;3758.480527;8105.388849;5460.436411;19507.12762
PR;4106001;Congonhinhas;1398.548274;2052.556579;2538.461809;3150.679892;7492.331086
PR;4106100;Conselheiro Mairinck;811.1852306;1220.736037;1548.036931;825.4662631;1542.509262
PR;4106209;Contenda;1217.249161;1442.751673;1440.991804;1476.738956;6058.104104
PR;4106308;Corbélia;1252.545406;2545.322483;4358.629659;4071.680745;13073.3321
PR;4106407;Cornélio Procópio;19060.81055;22564.68668;22509.97804;22834.93766;70533.21971
PR;4106456;Coronel Domingos Soares;;;;;
PR;4106506;Coronel Vivida;2121.126312;3104.744372;3829.50805;4467.741502;17935.8352
PR;4106555;Corumbataí do Sul;;;;;3593.461382
PR;4106571;Cruzeiro do Iguaçu;;;;;3831.036456
PR;4106605;Cruzeiro do Oeste;10328.28896;16230.10534;21491.76674;15456.87104;35561.785
PR;4106704;Cruzeiro do Sul;825.5341494;819.0401579;684.7517797;1047.680077;8807.66872
PR;4106803;Cruz Machado;1014.897984;1561.048987;2023.338265;2183.219892;10592.97089
PR;4106852;Cruzmaltina;;;;;
PR;4106902;Curitiba;1475601.759;1923327.96;2112493.333;1831363.28;5902063.743
PR;4107009;Curiúva;2293.208602;3768.432229;5218.379718;224.8601372;6955.080752
PR;4107108;Diamante do Norte;1186.351854;1498.865778;1595.76816;1753.70849;6180.046516
PR;4107124;Diamante do Sul;;;;;4101.128739
PR;4107157;Diamante D'Oeste;;;;;6615.418564
PR;4107207;Dois Vizinhos;2005.078122;4118.579886;7128.883394;7328.594321;25623.30074
PR;4107256;Douradina;;;;2182.952657;4547.477171
PR;4107306;Doutor Camargo;803.9584028;1046.319522;1147.500542;1290.616297;6071.91131
PR;4107405;Enéas Marques;1646.04094;712.6183256;944.8019718;1143.702516;6928.139325
PR;4107504;Engenheiro Beltrão;1718.623428;3857.656545;7296.661698;5363.861426;23082.48075
PR;4107520;Esperança Nova;;;;;
PR;4107538;Entre Rios do Oeste;;;;;3293.277474
PR;4107546;Espigão Alto do Iguaçu;;;;;
PR;4107553;Farol;;;;;5867.140318
PR;4107603;Faxinal;2720.429332;4876.837087;7367.105144;6672.389521;19440.43965
PR;4107652;Fazenda Rio Grande;;;;;20797.96373
PR;4107702;Fênix;140.7660361;515.5807052;1591.304358;1421.79726;5297.781413
PR;4107736;Fernandes Pinheiro;;;;;
PR;4107751;Figueira;;;;4211.938593;6492.128697
PR;4107801;Floraí;640.9882003;1454.68289;2781.91879;2938.310642;7752.640361
PR;4107850;Flor da Serra do Sul;;;;;5045.635026
PR;4107900;Floresta;1176.1924;1779.544999;2268.806203;2313.76657;7847.166551
PR;4108007;Florestópolis;1427.141375;2333.820696;3216.072254;2582.60278;8947.571289
PR;4108106;Flórida;1505.274904;850.6458247;405.0788321;706.9172376;4924.79505
PR;4108205;Formosa do Oeste;3867.295475;6888.2059;10338.62319;4256.267095;14436.3179
PR;4108304;Foz do Iguaçu;53249.99;78563.55863;97674.36235;94512.9317;507365.9297
PR;4108320;Francisco Alves;;;1911.496048;921.9978935;7075.97654
PR;4108403;Francisco Beltrão;15949.71358;22206.27573;26052.91896;23718.491;92980.55293
PR;4108452;Foz do Jordão;;;;;
PR;4108502;General Carneiro;837.4741257;1636.949486;2696.230261;2350.709674;7817.033714
PR;4108551;Godoy Moreira;;;;;3835.277004
PR;4108601;Goioerê;4764.260009;9305.425193;15315.62804;12367.18732;32379.69267
PR;4108650;Goioxim;;;;;
PR;4108700;Grandes Rios;2077.974819;3370.228707;4606.131024;5979.460623;14389.43539
PR;4108809;Guaíra;18627.93405;25573.61574;29585.39691;22959.15946;68140.56437
PR;4108908;Guairaçá;747.819567;1238.473291;1728.360317;1566.941365;4824.845928
PR;4108957;Guamiranga;;;;;
PR;4109005;Guapirama;315.8856882;519.2625098;719.2863314;567.2073092;2107.671211
PR;4109104;Guaporema;1010.394309;425.3862133;150.9154666;371.9602416;3111.319058
PR;4109203;Guaraci;650.9381805;1115.341139;1610.399096;1536.177588;2737.846882
PR;4109302;Guaraniaçu;4293.783049;5608.254371;6172.671015;6888.430901;22538.96677
PR;4109401;Guarapuava;32071.82365;48989.91742;63059.07278;55028.27949;205835.046
PR;4109500;Guaraqueçaba;458.7464571;878.121039;1416.425912;1745.980643;12623.14739
PR;4109609;Guaratuba;7603.460684;6100.380536;4124.396123;6679.266427;39484.72767
PR;4109658;Honório Serpa;;;;;7775.30863
PR;4109708;Ibaiti;5554.602649;8381.358801;10656.96869;6510.21109;18797.55975
PR;4109757;Ibema;;;;;4250.423889
PR;4109807;Ibiporã;8008.686721;13560.6666;19349.00304;12653.50974;42923.54263
PR;4109906;Icaraíma;2978.709872;3079.66659;2683.10099;3239.497581;13880.49714
PR;4110003;Iguaraçu;1250.031727;1147.534998;887.7049962;994.7152867;3855.702897
PR;4110052;Iguatu;;;;;1978.029205
PR;4110078;Imbaú;;;;;
PR;4110102;Imbituva;3006.046133;5404.790418;8188.793049;5788.769273;15868.21144
PR;4110201;Inácio Martins;1155.873493;1168.91091;996.1169753;1558.129277;8258.074298
PR;4110300;Inajá;618.9935071;699.7428825;666.5745173;908.5758302;3938.32656
PR;4110409;Indianópolis;829.5141415;1437.235057;2098.406539;1897.141464;5518.668484
PR;4110508;Ipiranga;1907.044632;1635.584156;1182.068797;1107.612747;5667.771964
PR;4110607;Iporã;4153.017013;7449.040862;9347.374456;9195.971258;19214.89301
PR;4110656;Iracema do Oeste;;;;;4401.587534
PR;4110706;Irati;8612.598153;12340.32574;14899.67805;15613.4616;58449.03642
PR;4110805;Iretama;1010.499045;1553.496602;2012.53077;2030.584339;10824.01838
PR;4110904;Itaguajé;802.7015632;703.7699942;519.9543371;540.2701056;4298.115136
PR;4110953;Itaipulândia;;;;;5185.825257
PR;4111001;Itambaracá;1266.265905;2305.206269;3536.327606;2601.273163;5699.373387
PR;4111100;Itambé;1645.203047;1815.383406;1688.01009;1506.874759;4650.579211
PR;4111209;Itapejara d'Oeste;1108.532535;1189.573263;1075.701479;1187.781963;6291.60871
PR;4111258;Itaperuçu;;;;;12986.84789
PR;4111308;Itaúna do Sul;104.736634;374.4581795;1128.147412;1331.568913;3818.986111
PR;4111407;Ivaí;863.7630209;1456.920609;2070.784889;1578.073484;4104.26723
PR;4111506;Ivaiporã;11076.42273;14299.41399;15555.88696;12970.18742;40388.8581
PR;4111555;Ivaté;;;;;12763.42376
PR;4111605;Ivatuba;440.731756;925.0678255;1636.178304;2112.164208;7387.89559
PR;4111704;Jaboti;130.9207925;280.2571097;505.548089;395.9180984;1693.701923
PR;4111803;Jacarezinho;26669.61281;30935.24641;30237.66629;27822.48791;102678.2731
PR;4111902;Jaguapitã;1727.526042;2816.261107;3868.824712;2806.893038;10039.99253
PR;4112009;Jaguariaíva;7444.156264;7912.979473;7087.978937;8413.628545;31560.98648
PR;4112108;Jandaia do Sul;3994.759959;6506.664384;8930.668018;6029.052254;18954.51993
PR;4112207;Janiópolis;1040.453722;1475.09196;1762.273232;1083.536997;4833.784391
PR;4112306;Japira;1034.169524;2027.477041;3349.484522;1840.899228;4669.372378
PR;4112405;Japurá;636.7987349;1046.783856;1450.005539;1661.651679;8028.707793
PR;4112504;Jardim Alegre;4117.825504;3389.256752;2350.708738;1907.18608;5986.412912
PR;4112603;Jardim Olinda;170.5112402;366.8415657;665.0616178;911.7924847;6667.688461
PR;4112702;Jataizinho;657.1176419;2084.296878;5571.008872;3765.725585;8180.418146
PR;4112751;Jesuítas;;;;4470.719657;7595.722689
PR;4112801;Joaquim Távora;4571.754076;6002.823433;6641.804662;4466.760485;9700.868119
PR;4112900;Jundiaí do Sul;268.3352564;616.7591028;1194.568941;1221.680331;3861.238278
PR;4112959;Juranda;;;;949.1156662;6648.004051
PR;4113007;Jussara;1576.600552;1926.814742;1984.339911;2145.712709;6733.248874
PR;4113106;Kaloré;840.4067515;1227.205791;1510.090866;1616.024226;5027.373199
PR;4113205;Lapa;24214.37663;22767.37842;18038.92197;12965.63507;49506.27558
PR;4113254;Laranjal;;;;;4777.739865
PR;4113304;Laranjeiras do Sul;7003.529245;9692.950133;11304.53835;8557.681804;24056.42217
PR;4113403;Leópolis;1604.04155;1385.772837;1008.849298;1102.232431;4639.536382
PR;4113429;Lidianópolis;;;;;2544.367935
PR;4113452;Lindoeste;;;;;4845.616751
PR;4113502;Loanda;6724.510851;8132.999531;8288.932763;8841.278287;24612.47834
PR;4113601;Lobato;1736.952339;2168.859056;2282.089011;2200.078652;6719.52982
PR;4113700;Londrina;114232.7904;167124.2343;206037.322;225916.7068;963595.5473
PR;4113734;Luiziana;;;;;8536.449435
PR;4113759;Lunardelli;;;;1246.702619;4398.064275
PR;4113809;Lupionópolis;1936.789837;3103.045674;4189.398372;3184.261007;7273.822095
PR;4113908;Mallet;1267.627482;1912.145831;2430.570357;2920.327815;11905.23717
PR;4114005;Mamborê;3043.960795;3469.945565;3333.220853;3328.012519;15368.00164
PR;4114104;Mandaguaçu;2824.537547;5026.636095;7538.160148;5687.353888;16401.81742
PR;4114203;Mandaguari;5720.191268;6107.541888;5495.157935;5494.642834;24991.90213
PR;4114302;Mandirituba;2214.8656;2588.129239;2548.48664;3418.594742;6986.984525
PR;4114351;Manfrinópolis;;;;;
PR;4114401;Mangueirinha;2042.78331;2701.681005;3010.950798;4010.524516;18371.45191
PR;4114500;Manoel Ribas;430.4675659;1342.098844;3526.033149;2876.109887;9640.540062
PR;4114609;Marechal Cândido Rondon;5463.272304;11723.07764;21197.67631;15614.50229;40369.48476
PR;4114708;Maria Helena;2598.306417;3657.721991;4338.991924;1104.641559;5119.83341
PR;4114807;Marialva;3615.71808;8300.766797;16058.30439;6219.824749;24486.64596
PR;4114906;Marilândia do Sul;1938.675096;2517.51691;2754.847626;3339.0455;9463.794168
PR;4115002;Marilena;205.2838027;547.8488227;1232.039417;929.0744769;2893.85697
PR;4115101;Mariluz;2075.565877;3710.389109;5589.335927;4640.016395;11263.22025
PR;4115200;Maringá;54119.51354;81706.98036;103949.4649;121900.1819;595575.0041
PR;4115309;Mariópolis;1061.086839;987.4978824;774.4247763;902.118601;6096.839985
PR;4115358;Maripá;;;;;5171.789349
PR;4115408;Marmeleiro;62.84198042;3577.383308;4559.759158;7902.325548;13630.26938
PR;4115457;Marquinho;;;;;
PR;4115507;Marumbi;1130.317754;1291.771;1244.022779;1346.729686;5068.26401
PR;4115606;Matelândia;1890.496244;3807.892579;6463.256312;5655.2273;13277.18558
PR;4115705;Matinhos;1015.94535;2482.216672;5110.540694;4482.536756;29912.07478
PR;4115739;Mato Rico;;;;;2816.97156
PR;4115754;Mauá da Serra;;;;;5486.272931
PR;4115804;Medianeira;1243.852266;4224.505576;12090.40349;9674.077265;43430.17196
PR;4115853;Mercedes;;;;;4806.811124
PR;4115903;Mirador;125.6839608;173.990291;202.9681957;221.5344243;2916.230081
PR;4116000;Miraselva;492.6811265;649.9392858;722.4993703;1085.694571;5862.221488
PR;4116059;Missal;;;;654.6380642;8585.940836
PR;4116109;Moreira Sales;2815.11125;4444.277649;5912.411114;4719.585064;10769.34826
PR;4116208;Morretes;2846.427503;5417.572946;8688.948625;6085.856601;18855.56686
PR;4116307;Munhoz de Melo;921.5776429;1316.899023;1585.735839;1248.896895;3980.594511
PR;4116406;Nossa Senhora das Graças;954.7791558;1191.337925;1252.63582;690.7921891;1841.776115
PR;4116505;Nova Aliança do Ivaí;251.3679217;279.6336226;262.1360461;377.529606;3176.688031
