Valor Total dos Rendimentos recebidos
Sigla,Código,Município,1970,1980,1991,2000,
PE,2605608,Flores,386.1997138615,826.2561010355,750.7304483087,1428.3609417454,
PE,2605707,Floresta,779.9063805021,2318.7947644422,1781.8469767291,2795.9563640747,
PE,2605806,Frei Miguelinho,236.7874805393,604.9732890119,645.0360091413,1044.1402978361,
PE,2605905,Gameleira,558.2033614052,1180.9542327058,1004.2021017734,1800.9221048438,
PE,2606002,Garanhuns,3375.1866668687,8930.872347348,11033.6631826399,19512.39098465,
PE,2606101,Glória do Goitá,835.8475315129,1564.2255580468,1272.246139621,2304.279695458,
PE,2606200,Goiana,2367.3219565466,5315.8159641808,4210.448739775,8282.7809603585,
PE,2606309,Granito,79.561907927,206.2790648659,192.1333678923,376.4920615927,
PE,2606408,Gravatá,1440.0997223512,3911.0052700906,4828.234287796,9171.5827921456,
PE,2606507,Iati,222.5796517956,864.7905422555,661.2292537283,934.6793020453,
PE,2606606,Ibimirim,300.061610916,1038.7001227056,1314.6766947577,1640.9444851427,
PE,2606705,Ibirajuba,174.5020990609,341.1281474962,300.3767818309,497.4588733228,
PE,2606804,Igarassu,2051.9313548908,6013.0228674904,4838.2961783519,9794.7965014883,
PE,2606903,Iguaraci,150.2366739969,608.8856697535,499.77594094,954.0462327624,
PE,2607000,Inajá,259.9114467089,791.3573691064,866.3885696915,886.4044571423,
PE,2607109,Ingazeira,76.9049473,127.3922157677,154.0891760124,504.8347117788,
PE,2607208,Ipojuca,1178.3209610074,3279.2983501211,2189.4577598504,6159.8843419589,
PE,2607307,Ipubi,367.0462075884,929.5293318666,954.0293223198,1942.0895654954,
PE,2607406,Itacuruba,56.1044927154,486.3364365141,322.5752336087,443.5870460402,
PE,2607505,Itaíba,325.449164495,1302.3165342203,1044.2282150305,1925.9722908611,
PE,2607604,Itamaracá,230.7235405707,712.744368738,951.9730233619,2272.8316241145,
PE,2607653,Itambé,851.5843932548,1799.0719023111,1588.3731930748,2696.2783586091,
PE,2607703,Itapetim,442.0993045569,594.0740916407,520.9417946453,1278.2472517849,
PE,2607752,Itapissuma,,,816.0962233187,2303.9331422775,
PE,2607802,Itaquitinga,299.3918132752,1246.7932113815,621.7823978473,1197.1349328815,
PE,2607901,Jaboatão dos Guararapes,10270.9553811215,47015.0438419443,65464.1046444929,135144.580206035,
PE,2607950,Jaqueira,,,,747.8247203591,
PE,2608008,Jataúba,261.3824885694,531.6259624214,807.846644203,1050.4910702321,
PE,2608057,Jatobá,,,,1363.2122801044,
PE,2608107,João Alfredo,431.0152650989,1353.6379458049,1583.4023545425,2322.952545603,
PE,2608206,Joaquim Nabuco,498.1641699949,1017.0841294978,671.5524098387,1264.2691883136,
PE,2608255,Jucati,,,,607.0142305308,
PE,2608305,Jupi,531.2162189438,900.7810846967,761.0502552378,1139.9398508523,
PE,2608404,Jurema,210.2961623055,558.1014712368,423.4489457039,1014.8136725696,
PE,2608453,Lagoa do Carro,,,,1528.2906314487,
PE,2608503,Lagoa do Itaenga,314.4743416797,758.8523940887,745.4813877271,1638.7211664325,
PE,2608602,Lagoa do Ouro,278.3680928103,775.1173150109,449.3335168487,650.771567653,
PE,2608701,Lagoa dos Gatos,361.7496836758,867.0200885002,686.3500485082,1177.2557108703,
PE,2608750,Lagoa Grande,,,,1963.0802853935,
PE,2608800,Lajedo,640.5759064742,1695.1700560218,2101.7777755128,3862.2137347361,
PE,2608909,Limoeiro,1950.3753414609,4606.4740494182,3720.2908173045,6569.2082387522,
PE,2609006,Macaparana,438.4535950317,1027.0771438582,1014.4161376984,1739.2586732377,
PE,2609105,Machados,105.1640287156,414.4287871796,369.2823917646,900.8430896932,
PE,2609154,Manari,,,,352.1688721383,
PE,2609204,Maraial,703.464395785,1298.1380560299,1012.3750021072,870.7551227299,
PE,2609303,Mirandiba,159.7230576105,598.6370871413,504.9647730223,847.9893075243,
PE,2609402,Moreno,1113.2906656764,2986.5888266338,2670.4848633958,4868.04888986,
PE,2609501,Nazaré da Mata,932.2181707108,2024.4697485131,2036.9448421586,3426.96315049,
PE,2609600,Olinda,15205.1709621161,50082.9409641354,55345.1561837279,93458.6584071485,
PE,2609709,Orobó,359.0820913402,1106.1580886203,944.444498954,1750.1924602306,
PE,2609808,Orocó,147.168942811,699.6582795709,631.6323113096,1079.6596159379,
PE,2609907,Ouricuri,1033.3914426317,3347.1131437984,2917.1821049725,5881.7514706,
PE,2610004,Palmares,2265.9708451367,5549.4954942069,4162.8703059418,7393.4454847776,
PE,2610103,Palmeirina,182.2458489857,621.8722468085,349.1234577509,948.0687852146,
PE,2610202,Panelas,498.5372463143,1079.3205994566,1151.5724064576,1850.4005091952,
PE,2610301,Paranatama,283.7815655174,479.256604511,533.2756543491,733.6789178144,
PE,2610400,Parnamirim,258.5041951,734.7881609761,735.6372904165,1648.3419979684,
PE,2610509,Passira,398.5875873995,1190.6211555976,1245.8374093196,2326.319951084,
PE,2610608,Paudalho,1035.2587572665,2470.2042127796,2252.3768791055,4715.4419173912,
PE,2610707,Paulista,3256.1627562357,23008.9248171212,29425.6097517567,55221.2658750379,
PE,2610806,Pedra,321.3018316284,908.4955360404,1050.73887129,1754.0373890974,
PE,2610905,Pesqueira,1613.1404447413,3889.0022056823,4075.5784768,6437.5856268687,
PE,2611002,Petrolândia,465.7712869781,2177.1238823407,2489.1087613934,3137.4256167036,
PE,2611101,Petrolina,2425.9606619808,13082.0334996669,18634.1053006497,43405.8085616878,
PE,2611200,Poção,174.8548784821,457.6476008977,507.6716944162,875.4963777443,
PE,2611309,Pombos,658.6565766993,1483.2097949434,1230.3268673343,2526.3889901605,
PE,2611408,Primavera,254.7318715907,668.7465288637,452.2548297386,963.1209499342,
PE,2611507,Quipapá,566.2834599289,1518.8264836866,933.2691884212,1695.7439686973,
PE,2611533,Quixaba,,,,349.0293955211,
PE,2611606,Recife,115257.498353641,281207.051612206,295480.199047634,549238.494925844,
PE,2611705,Riacho das Almas,437.781864353,764.3909308843,1028.756783516,2704.253788205,
PE,2611804,Ribeirão,1268.7204460571,2927.2141475904,2479.2609148155,4613.3898536526,
PE,2611903,Rio Formoso,1027.3912929146,3489.9013305101,1468.1943336464,1680.455493017,
PE,2612000,Sairé,285.7281347072,737.3675453888,498.6700104612,1128.28556797,
PE,2612109,Salgadinho,82.85580455,232.5479773964,212.6305813444,572.7833657687,
PE,2612208,Salgueiro,1185.3069600659,3751.5633438576,3927.315995428,7222.2294176523,
PE,2612307,Saloá,339.8734934863,936.4221474106,1008.3088310671,1118.9434930731,
PE,2612406,Sanharó,379.5336325795,826.2185095623,1012.7799726348,2092.4012585695,
PE,2612455,Santa Cruz,,,,639.2817839367,
PE,2612471,Santa Cruz da Baixa Verde,,,,852.3636018989,
PE,2612505,Santa Cruz do Capibaribe,351.5239130561,2691.5962148154,4854.9055644444,12114.2062068847,
PE,2612554,Santa Filomena,,,,551.3171429352,
PE,2612604,Santa Maria da Boa Vista,619.6169427798,2149.0998646978,2879.4584936841,3802.2300918369,
PE,2612703,Santa Maria do Cambucá,212.0397625132,613.0140110446,436.9531649773,803.7202599771,
PE,2612802,Santa Terezinha,330.6113422719,317.9038306615,385.4765941434,752.1783090009,
PE,2612901,São Benedito do Sul,354.0581257749,517.9390817591,364.9706918479,595.4091393189,
PE,2613008,São Bento do Una,1006.3956014996,2548.4152666565,2884.2532572862,7004.7863767621,
PE,2613107,São Caitano,553.6839187382,1415.8396918165,1592.8934383514,3096.7681107896,
PE,2613206,São João,318.6873978357,913.4396884692,835.7707370321,1516.0570766577,
PE,2613305,São Joaquim do Monte,409.482189141,979.405151923,813.5904214102,1515.1366568604,
PE,2613404,São José da Coroa Grande,298.6843213949,621.5845981099,566.707435454,1345.897226217,
PE,2613503,São José do Belmonte,363.761009636,1396.8519653781,1156.7458062111,2572.7096473771,
PE,2613602,São José do Egito,1028.173206755,1670.6891355421,1905.9098866926,2826.9170432855,
PE,2613701,São Lourenço da Mata,4051.1014061563,13756.1482163618,5901.206184643,11128.0934541718,
PE,2613800,São Vicente Ferrer,222.1263544023,752.2468688026,748.3497983939,1240.6771817334,
PE,2613909,Serra Talhada,1459.7190907641,4909.8304279916,5140.9687601755,8893.3307071453,
PE,2614006,Serrita,296.2351623448,613.6132791667,729.9767658113,1337.4718686415,
PE,2614105,Sertânia,847.0514193222,2217.9035067829,1672.788196264,3161.0452867778,
PE,2614204,Sirinhaém,926.8056645227,2016.6068578954,1273.7514916652,2827.8589299725,
PE,2614303,Moreilândia,225.6667133607,434.7911786836,304.3415382348,649.55620164,
PE,2614402,Solidão,76.7657685695,131.770076623,113.9502359874,265.3063720614,
PE,2614501,Surubim,1359.9221418453,3647.7049585087,4152.8945292243,6549.0784275007,
PE,2614600,Tabira,431.9730853904,1020.2670385164,1261.0323752402,1954.7834422814,
PE,2614709,Tacaimbó,206.4320194948,556.8536941952,509.0935588779,1010.5365468059,
PE,2614808,Tacaratu,313.1579428532,686.8473384814,839.9820497368,1175.1968384042,
PE,2614857,Tamandaré,,,,1456.2896291496,
PE,2615003,Taquaritinga do Norte,321.9687297123,1555.7624584002,1422.809188156,2763.0890136788,
PE,2615102,Terezinha,166.7409517948,249.5385168036,229.4105038593,301.3827127159,
PE,2615201,Terra Nova,81.3064746537,355.6196828281,449.7424313142,742.4331699275,
PE,2615300,Timbaúba,1966.3963597776,5145.3519402058,3843.2565686955,6657.613619453,
PE,2615409,Toritama,202.8877944605,713.4522892112,1958.4768593059,4226.7002484176,
PE,2615508,Tracunhaém,306.982853204,770.7950124712,530.5087694115,1009.7681644496,
PE,2615607,Trindade,327.2768518525,861.9549175146,1003.4984652886,3943.1896506782,
PE,2615706,Triunfo,549.3519807498,1297.2446424707,1322.0627486416,1749.5427164956,
PE,2615805,Tupanatinga,233.0315878523,699.006231049,596.2416289902,1062.0200488763,
PE,2615904,Tuparetama,274.2980814607,348.8054554177,379.6110665511,799.3409320835,
PE,2616001,Venturosa,216.2895463898,757.4416609229,628.2225023313,1347.0715568146,
PE,2616100,Verdejante,145.1924115334,385.5234085476,311.9637546467,632.568154088,
PE,2616183,Vertente do Lério,,,,474.2745430152,
PE,2616209,Vertentes,344.3987352671,1006.5692254113,729.611372804,1437.9797479878,
PE,2616308,Vicência,773.3089220664,1794.634540292,1311.5990492425,2267.5145859089,
PE,2616407,Vitória de Santo Antão,3125.5338524241,8263.3090761916,8157.679051983,14997.975204308,
PE,2616506,Xexéu,,,,862.4988543785,
PE,2699919,Muribeca,,,,,
PE,2699929,Nossa Senhora do Ó de Goyanna,,,,,
PE,2699939,Cimbres,,,,,
PI,2200053,Acauã,,,,154.8375377128,
PI,2200103,Agricolândia,50.8968885473,232.9401563775,169.0534429177,307.7237168871,
PI,2200202,Água Branca,213.5552642459,798.1793477979,811.5121696014,1473.488678319,
PI,2200251,Alagoinha do Piauí,,,341.5242001757,686.7850770262,
PI,2200277,Alegrete do Piauí,,,,511.4380115818,
PI,2200301,Alto Longá,303.6570614552,606.5688431872,519.8343894768,760.2294685232,
PI,2200400,Altos,614.9177275857,1134.1631985139,1686.4754446866,3000.7246501115,
PI,2200459,Alvorada do Gurguéia,,,,312.5658375281,
PI,2200509,Amarante,230.7593017723,766.8913239176,763.5748905596,1338.0528028838,
PI,2200608,Angical do Piauí,52.8589220405,251.5907692943,313.0957032934,440.9518558538,
PI,2200707,Anísio de Abreu,61.2831013146,283.6068759397,316.3923719796,655.1605174134,
PI,2200806,Antônio Almeida,55.8309678491,104.466345659,121.6526061366,234.573229767,
PI,2200905,Aroazes,141.8811175691,203.1879614833,278.4826580422,446.4538675352,
PI,2200954,Aroeiras de Itaim,,,,,
PI,2201002,Arraial,60.7611810751,88.2484252796,199.2571550598,330.7852913501,
PI,2201051,Assunção do Piauí,,,,574.9798155842,
PI,2201101,Avelino Lopes,61.9422672468,374.9441195421,422.3805697516,528.0897379368,
PI,2201150,Baixa Grande do Ribeiro,,,,537.2821824673,
PI,2201176,Barra D'Alcântara,,,,247.7065497559,
PI,2201200,Barras,831.9137993369,1721.1254673149,1653.6166493071,3082.7377236288,
PI,2201309,Barreiras do Piauí,31.1257766574,154.0189865779,169.2652889784,263.9538367861,
PI,2201408,Barro Duro,158.4723820735,293.8294267928,435.3927169216,657.6762470403,
PI,2201507,Batalha,205.6800677422,780.940543369,653.0466243935,1504.8077915335,
PI,2201556,Bela Vista do Piauí,,,,168.3631121232,
PI,2201572,Belém do Piauí,,,,143.7255125381,
PI,2201606,Beneditinos,216.387164805,231.7435467524,358.1926388115,773.9210268682,
PI,2201705,Bertolínia,97.0133743077,259.4266424408,243.0326836022,351.1218997108,
PI,2201739,Betânia do Piauí,,,,273.6615084533,
PI,2201770,Boa Hora,,,,323.1040342546,
PI,2201804,Bocaina,49.5727575691,134.5719631287,153.4860762235,481.0376459759,
PI,2201903,Bom Jesus,192.1719987271,668.4958443671,1178.7992011773,2132.9165870157,
PI,2201919,Bom Princípio do Piauí,,,,317.6743877817,
PI,2201929,Bonfim do Piauí,,,,392.8319330171,
PI,2201945,Boqueirão do Piauí,,,,263.3622113382,
PI,2201960,Brasileira,,,,456.0909060256,
PI,2201988,Brejo do Piauí,,,,217.6664124653,
PI,2202000,Buriti dos Lopes,459.3352372091,1135.0696503552,976.9769998587,1320.1220675458,
PI,2202026,Buriti dos Montes,,,,463.2666310015,
PI,2202059,Cabeceiras do Piauí,,,,373.1823219066,
PI,2202075,Cajazeiras do Piauí,,,,197.3267706133,
PI,2202083,Cajueiro da Praia,,,,369.4776708246,
PI,2202091,Caldeirão Grande do Piauí,,,,383.0431100574,
PI,2202109,Campinas do Piauí,124.3136689129,143.0311199272,223.3175712923,285.0272641615,
PI,2202117,Campo Alegre do Fidalgo,,,,205.3481507516,
PI,2202133,Campo Grande do Piauí,,,,290.0089275486,
PI,2202174,Campo Largo do Piauí,,,,227.3108514115,
PI,2202208,Campo Maior,1447.4713624756,4090.6725738525,4280.6180081009,5141.1459191556,
PI,2202251,Canavieira,,,,198.0610441411,
PI,2202307,Canto do Buriti,176.9889523505,1084.1840131074,1064.2849165885,1843.7945440352,
PI,2202406,Capitão de Campos,96.6567288107,240.872181254,404.8788957602,587.2465650585,
PI,2202455,Capitão Gervásio Oliveira,,,,193.216429212,
PI,2202505,Caracol,86.0926765543,321.4812933312,391.7836052826,577.1235130145,
PI,2202539,Caraúbas do Piauí,,,,226.5532699092,
PI,2202554,Caridade do Piauí,,,,265.5402895907,
PI,2202604,Castelo do Piauí,645.1340098997,1121.2034149046,1178.5862804526,1314.1060436052,
PI,2202653,Caxingó,,,,225.8984410961,
PI,2202703,Cocal,291.5717083524,1007.5555647339,829.1598861606,1465.2421054879,
PI,2202711,Cocal de Telha,,,,284.3753911818,
PI,2202729,Cocal dos Alves,,,,285.8286993403,
PI,2202737,Coivaras,,,,206.1561277874,
PI,2202752,Colônia do Gurguéia,,,,363.7558464148,
PI,2202778,Colônia do Piauí,,,,431.3451235698,
PI,2202802,Conceição do Canindé,96.4363624873,187.1707231165,194.268873657,361.9080770796,
PI,2202851,Coronel José Dias,,,,293.5531467486,
PI,2202901,Corrente,278.0713714889,1329.4036773635,1314.3959951365,2746.8344657254,
PI,2203008,Cristalândia do Piauí,35.3697614202,151.3947970719,194.2693110104,455.7106219905,
PI,2203107,Cristino Castro,109.8893399216,310.3755444802,404.3733788087,1137.9070100165,
PI,2203206,Curimatá,83.0336440391,354.6966082972,441.2708114178,1162.0724345518,
PI,2203230,Currais,,,,210.9167670942,
PI,2203255,Curralinhos,,,,157.8376833734,
PI,2203271,Curral Novo do Piauí,,,,291.9718932231,
PI,2203305,Demerval Lobão,193.7783532422,430.7598852245,665.1872337833,1013.6449501873,
PI,2203354,Dirceu Arcoverde,,,372.1723747897,511.4506912749,
PI,2203404,Dom Expedito Lopes,54.862515849,230.0865647942,295.0763975177,652.8053303243,
PI,2203420,Domingos Mourão,60.7756788595,76.010227697,99.4323851067,172.4431598926,
PI,2203453,Dom Inocêncio,,,260.1855831345,570.8701236878,
PI,2203503,Elesbão Veloso,285.8160879327,634.1489319663,643.8740169481,1070.3046105867,
PI,2203602,Eliseu Martins,64.9355764726,261.8709843024,323.4957479669,328.8969095526,
PI,2203701,Esperantina,515.6968239684,1277.512882654,1570.2207627591,2889.0735318501,
PI,2203750,Fartura do Piauí,,,,358.0373708208,
PI,2203800,Flores do Piauí,41.0209977919,194.0495146662,177.2478387499,279.0432359832,
PI,2203859,Floresta do Piauí,,,,131.4200623073,
PI,2203909,Floriano,1659.5923125816,4110.6463259778,4910.2258291739,9379.2726049005,
PI,2204006,Francinópolis,63.1668467719,112.0509070375,157.5051082857,240.771669966,
PI,2204105,Francisco Ayres,76.6459202182,130.4073745172,118.8718261792,328.7032334364,
PI,2204154,Francisco Macedo,,,,134.6861390922,
PI,2204204,Francisco Santos,87.8643058119,263.3101687024,389.1182070886,653.1010947988,
PI,2204303,Fronteiras,283.9594050064,661.4374291985,706.9950855248,1167.1648997354,
PI,2204352,Geminiano,,,,259.6044531652,
PI,2204402,Gilbués,65.9678187242,422.221423411,446.6290990683,879.2852792031,
PI,2204501,Guadalupe,506.5757845225,856.2479135683,678.753044245,1184.0644869827,
PI,2204550,Guaribas,,,,223.2329610019,
PI,2204600,Hugo Napoleão,19.6232344887,108.7475619282,107.7913007893,200.2881990084,
PI,2204659,Ilha Grande,,,,511.0267993087,
PI,2204709,Inhuma,110.7456757221,473.3372692279,905.0021731912,1504.2467160471,
PI,2204808,Ipiranga do Piauí,62.9977059535,266.0022827296,321.6781279726,670.8611602396,
PI,2204907,Isaías Coelho,73.5549925772,182.4901142462,186.4442008949,417.8657992302,
PI,2205003,Itainópolis,146.9128152861,418.8656563427,377.3143796453,1075.1265547437,
PI,2205102,Itaueira,151.7773052226,398.2470693155,344.059107745,1191.2791123888,
PI,2205151,Jacobina do Piauí,,,,331.7717526103,
PI,2205201,Jaicós,327.6943880441,886.2335429983,1057.0995062285,1316.9505263139,
PI,2205250,Jardim do Mulato,,,,229.6273517932,
PI,2205276,Jatobá do Piauí,,,,318.1851327259,
PI,2205300,Jerumenha,126.0108762104,243.8508238525,363.4731300799,295.5454562412,
PI,2205359,João Costa,,,,178.0092603085,
PI,2205409,Joaquim Pires,137.8913272933,465.2896920159,423.6760593299,827.6548081603,
PI,2205458,Joca Marques,,,,239.5751129418,
PI,2205508,José de Freitas,454.1353651927,1013.6257139609,1081.3443088777,2609.9432700441,
PI,2205516,Juazeiro do Piauí,,,,237.5672387102,
PI,2205524,Júlio Borges,,,,201.273402762,
PI,2205532,Jurema,,,,238.1452549118,
PI,2205540,Lagoinha do Piauí,,,,141.8284665679,
PI,2205557,Lagoa Alegre,,,,386.8920442454,
PI,2205565,Lagoa do Barro do Piauí,,,,243.0674728085,
PI,2205573,Lagoa de São Francisco,,,,267.3428370499,
PI,2205581,Lagoa do Piauí,,,,184.4622864797,
PI,2205599,Lagoa do Sítio,,,,208.380626358,
PI,2205607,Landri Sales,52.8511898888,287.464280832,289.4882551872,480.528033434,
PI,2205706,Luís Correia,512.0027884951,1355.3257984723,926.1565634809,1815.2013935492,
PI,2205805,Luzilândia,564.3523550425,1678.9730148158,1170.6771370049,1771.0068584848,
PI,2205854,Madeiro,,,,339.0018193244,
PI,2205904,Manoel Emídio,40.9088815923,149.9053413574,154.5770543239,338.7259116349,
PI,2205953,Marcolândia,,,,574.2759171215,
PI,2206001,Marcos Parente,49.6491125671,122.1803081017,151.3247721039,441.3796190232,
PI,2206050,Massapê do Piauí,,,,360.2022815526,
PI,2206100,Matias Olímpio,231.0801860677,474.926013029,338.5357769695,575.9331408401,
PI,2206209,Miguel Alves,499.2814659151,852.6716158311,1031.3516871903,1716.0605005497,
PI,2206308,Miguel Leão,20.6661084489,56.9455709135,64.9097077911,108.1497068581,
PI,2206357,Milton Brandão,,,,222.6089433113,
PI,2206407,Monsenhor Gil,205.5244581893,338.8071540563,309.1525160854,779.1467008875,
PI,2206506,Monsenhor Hipólito,74.989306717,138.7063979124,260.8043445983,826.5285126105,
PI,2206605,Monte Alegre do Piauí,122.1206373877,369.2010026907,440.9228975719,655.6631751204,
PI,2206654,Morro Cabeça no Tempo,,,,178.5951525303,
PI,2206670,Morro do Chapéu do Piauí,,,,254.6806607577,
PI,2206696,Murici dos Portelas,,,,357.3777818012,
PI,2206704,Nazaré do Piauí,114.7895910598,229.406513089,217.6207314388,435.6568471465,
PI,2206720,Nazária,,,,,
PI,2206753,Nossa Senhora de Nazaré,,,,188.4311765135,
PI,2206803,Nossa Senhora dos Remédios,116.648207024,223.5326549755,154.8800696367,409.824902868,
PI,2206902,Novo Oriente do Piauí,139.2057930818,226.5855844187,241.738697048,540.3859936807,
PI,2206951,Novo Santo Antônio,,,,122.3635788889,
PI,2207009,Oeiras,776.4462426176,1969.7130856247,2264.7110557509,3651.3524265775,
PI,2207108,Olho D'Água do Piauí,,,,126.4480631972,
PI,2207207,Padre Marcos,241.2875928271,558.4501444724,684.9860541831,434.5638026738,
PI,2207306,Paes Landim,39.0763616401,105.6626864536,148.8622444327,271.2797648901,
PI,2207355,Pajeú do Piauí,,,,250.2818572727,
PI,2207405,Palmeira do Piauí,34.9870199112,142.5518398448,122.0514808989,428.5920451092,
PI,2207504,Palmeirais,244.5708577416,425.9780168435,266.8725568971,748.4765945842,
PI,2207553,Paquetá,,,,220.8999420333,
PI,2207603,Parnaguá,93.3454348463,602.6399293662,395.4353985172,627.8834021293,
PI,2207702,Parnaíba,3246.7140668616,8748.8253106688,9453.5135122053,21468.2786195412,
PI,2207751,Passagem Franca do Piauí,,,,256.561554335,
PI,2207777,Patos do Piauí,,,,397.5247557782,
PI,2207793,Pau D'Arco do Piauí,,,,,
PI,2207801,Paulistana,414.2210316124,1287.8515235036,1329.2744667751,1445.0768301019,
PI,2207850,Pavussu,,,,216.9842534139,
PI,2207900,Pedro II,473.4125858929,950.2778984693,1370.4567883277,2312.3124219241,
PI,2207934,Pedro Laurentino,,,,108.8198878668,
PI,2207959,Nova Santa Rita,,,,179.5402752039,
PI,2208007,Picos,1517.928661779,4763.2692043783,6184.0845578203,11959.7106283408,
PI,2208106,Pimenteiras,144.3206114296,220.4835787704,402.2452588067,641.415022719,
PI,2208205,Pio IX,272.4240011931,702.0304404274,555.1483881636,1291.3491787579,
PI,2208304,Piracuruca,607.6949313815,1456.4731172395,1439.5401292683,1838.3933600929,
PI,2208403,Piripiri,1065.5591267302,2902.1699822836,3124.1931906103,6324.6295066754,
PI,2208502,Porto,308.0585888089,397.9976393614,380.9497523222,585.9026899796,
PI,2208551,Porto Alegre do Piauí,,,,126.4257228434,
PI,2208601,Prata do Piauí,27.7168642778,81.7837224016,93.1068090169,217.2068157701,
PI,2208650,Queimada Nova,,,,379.1236476056,
PI,2208700,Redenção do Gurguéia,31.6505964538,243.0008712338,204.2817146519,483.2629872524,
PI,2208809,Regeneração,229.5511530696,450.2140774886,778.334931438,1343.4979557486,
PI,2208858,Riacho Frio,,,,327.3480579852,
PI,2208874,Ribeira do Piauí,,,,156.3892272713,
PI,2208908,Ribeiro Gonçalves,73.8043544694,320.9132991642,449.1697555803,703.5526337459,
PI,2209005,Rio Grande do Piauí,150.5382279131,203.6520526391,422.6832009876,552.2482515246,
PI,2209104,Santa Cruz do Piauí,156.90178876,190.8798679552,260.8015313855,560.4129764586,
PI,2209153,Santa Cruz dos Milagres,,,,187.9806845647,
PI,2209203,Santa Filomena,109.829415746,150.5157659477,242.0850455142,477.2863115704,
PI,2209302,Santa Luz,50.2686512219,58.0692826519,143.5129899411,293.0067174062,
PI,2209351,Santana do Piauí,,,,278.292123952,
PI,2209377,Santa Rosa do Piauí,,,,354.7612176458,
PI,2209401,Santo Antônio de Lisboa,63.5650525843,161.9294153994,396.5092118018,600.7086410246,
PI,2209450,Santo Antônio dos Milagres,,,,94.6969023884,
PI,2209500,Santo Inácio do Piauí,51.747425234,153.5979979218,179.167255773,318.9226363483,
PI,2209559,São Braz do Piauí,,,,272.5175074457,
PI,2209609,São Félix do Piauí,147.6058093819,123.8596478014,193.7712941745,276.3406693503,
PI,2209658,São Francisco de Assis do Piauí,,,,172.7288763162,
PI,2209708,São Francisco do Piauí,73.2756685971,152.2123556083,129.8229177677,346.4280730054,
PI,2209757,São Gonçalo do Gurguéia,,,,149.509013305,
PI,2209807,São Gonçalo do Piauí,65.0766882411,136.9544291566,261.9418384209,279.6453471301,
PI,2209856,São João da Canabrava,,,221.333479293,256.8733819358,
PI,2209872,São João da Fronteira,,,,371.3437509999,
PI,2209906,São João da Serra,140.7783194332,345.0028919596,164.5523576845,342.7822537393,
PI,2209955,São João da Varjota,,,,275.5134501851,
PI,2209971,São João do Arraial,,,,334.0871506139,
PI,2210003,São João do Piauí,649.8593211057,1147.2502285879,1390.8162339445,1898.4238927903,
PI,2210052,São José do Divino,,,,259.90090089,
PI,2210102,São José do Peixe,56.9047704161,263.0069278313,199.7960381661,272.1201615172,
PI,2210201,São José do Piauí,82.4952929771,210.44490802,247.5962732254,377.1038112301,
PI,2210300,São Julião,104.6276106916,379.7492417666,446.5580895355,521.1853152193,
PI,2210359,São Lourenço do Piauí,,,,266.4561477452,
PI,2210375,São Luis do Piauí,,,,141.4575736603,
PI,2210383,São Miguel da Baixa Grande,,,,106.919846335,
PI,2210391,São Miguel do Fidalgo,,,,96.3694760987,
PI,2210409,São Miguel do Tapuio,233.0567173454,544.8566376244,646.202880345,1065.1433780737,
PI,2210508,São Pedro do Piauí,197.972079019,333.2343861694,443.5667951763,942.8847542581,
PI,2210607,São Raimundo Nonato,813.240652988,2284.8572809834,2283.6817325096,3132.0178058122,
PI,2210623,Sebastião Barros,,,,236.2202609842,
PI,2210631,Sebastião Leal,,,,224.9352275927,
PI,2210656,Sigefredo Pacheco,,,,448.2329114759,
PI,2210706,Simões,268.0447037755,726.9170262213,826.2012641413,896.4602830035,
PI,2210805,Simplício Mendes,207.7667821815,550.1021491103,723.5328958572,1363.2682092761,
PI,2210904,Socorro do Piauí,42.7249707222,76.719044272,194.5577137154,241.5178448426,
PI,2210938,Sussuapara,,,,367.5211370119,
PI,2210953,Tamboril do Piauí,,,,149.8496675646,
PI,2210979,Tanque do Piauí,,,,132.7878016864,
PI,2211001,Teresina,12478.8838630237,48861.7627349486,78160.2017613,176433.786842545,
PI,2211100,União,786.5666626703,1829.8522844849,1530.7712479389,2561.822826496,
PI,2211209,Uruçuí,138.6490781596,641.1927406744,763.7350324471,1512.6806827502,
PI,2211308,Valença do Piauí,332.8932935416,904.8099138756,1261.6176739042,2792.2260944895,
PI,2211357,Várzea Branca,,,,221.3220184626,
PI,2211407,Várzea Grande,100.2628110585,254.8105977098,250.5701233015,380.0040931216,
PI,2211506,Vera Mendes,,,,155.570820107,
PI,2211605,Vila Nova do Piauí,,,,206.3199998602,
PI,2211704,Wall Ferraz,,,,245.1893106542,
PR,4100103,Abatiá,576.240538277,890.8652695119,940.1810265426,1186.841361073,
PR,4100202,Adrianópolis,591.7570336955,1176.8598088703,747.4238985188,801.1137553614,
PR,4100301,Agudos do Sul,216.7273794797,484.5769853077,515.8635682263,1079.5774268359,
PR,4100400,Almirante Tamandaré,863.0685715631,3637.2848619996,7717.2172426613,17225.7617155698,
PR,4100459,Altamira do Paraná,,,472.3398038162,909.3451534577,
PR,4100509,Altônia,1760.3258183747,4168.1590845666,2193.4999507074,3529.6141573935,
PR,4100608,Alto Paraná,1046.7516342456,2128.1318875535,1247.0485901727,2494.7808249999,
PR,4100707,Alto Piquiri,1531.0452906145,2245.7841481274,1356.4583441693,2505.7949016458,
PR,4100806,Alvorada do Sul,955.3981949802,1640.6329380903,1134.0848732502,1913.1568857431,
PR,4100905,Amaporã,199.3281051229,329.8274964896,275.5168001295,820.691026521,
