PIB Municipal - serviços - administração pública - valor adicionado - preços básicos
Sigla,Código,Município,1970,1975,1980,1985,1996,
PI,2205250,Jardim do Mulato,,,,,1907.0190198386,
PI,2205276,Jatobá do Piauí,,,,,,
PI,2205300,Jerumenha,690.5329273826,799.7986005948,626.1420764172,1770.110631796,2384.5639015055,
PI,2205359,João Costa,,,,,,
PI,2205409,Joaquim Pires,172.7446800263,1586.6342902934,644.8086200035,217.2434252442,12115.5851136499,
PI,2205458,Joca Marques,,,,,,
PI,2205508,José de Freitas,2035.0437788904,2998.8264257743,2986.9290286223,4885.9222506724,9780.2617224863,
PI,2205516,Juazeiro do Piauí,,,,,,
PI,2205524,Júlio Borges,,,,,,
PI,2205532,Jurema,,,,,,
PI,2205540,Lagoinha do Piauí,,,,,,
PI,2205557,Lagoa Alegre,,,,,3296.6570389809,
PI,2205565,Lagoa do Barro do Piauí,,,,,2955.7984570933,
PI,2205573,Lagoa de São Francisco,,,,,,
PI,2205581,Lagoa do Piauí,,,,,,
PI,2205599,Lagoa do Sítio,,,,,,
PI,2205607,Landri Sales,153.3526965911,255.3905467734,287.4843583692,761.0678461844,3782.5517854002,
PI,2205706,Luís Correia,608.2841700539,2588.3580550029,997.5651607936,11470.4897529433,23090.5498093889,
PI,2205805,Luzilândia,1401.6837681875,2569.8381025482,2543.0139423432,6307.4709334104,14694.0409094745,
PI,2205854,Madeiro,,,,,,
PI,2205904,Manoel Emídio,85.5922027486,131.2703017228,358.8559759137,136.4210738819,5169.3188173813,
PI,2205953,Marcolândia,,,,,4318.1102914412,
PI,2206001,Marcos Parente,536.0657489848,364.1986514615,479.5715143427,1737.2149282291,5123.3384153865,
PI,2206050,Massapê do Piauí,,,,,,
PI,2206100,Matias Olímpio,832.0721168235,832.1120196681,958.9863315724,1147.897289822,5077.0486922358,
PI,2206209,Miguel Alves,1444.7027659232,2460.7322218967,2832.9976196648,5962.8199702794,7712.0069605344,
PI,2206308,Miguel Leão,114.3458333595,160.999021693,153.2223545213,125.4598351323,383.9857566338,
PI,2206357,Milton Brandão,,,,,,
PI,2206407,Monsenhor Gil,398.0929013251,6721.0469155855,1768.4718650577,945.8330962663,38398.6766329134,
PI,2206506,Monsenhor Hipólito,167.1722709931,215.6528693047,188.0365356025,500.7057284826,2602.9682095837,
PI,2206605,Monte Alegre do Piauí,106.9902534355,147.3189556202,137.1099738767,846.8469801742,5094.0058591013,
PI,2206654,Morro Cabeça no Tempo,,,,,,
PI,2206670,Morro do Chapéu do Piauí,,,,,,
PI,2206696,Murici dos Portelas,,,,,,
PI,2206704,Nazaré do Piauí,343.0375000781,581.6404357481,666.5973535663,1433.6947110069,3484.8989648298,
PI,2206720,Nazária,,,,,,
PI,2206753,Nossa Senhora de Nazaré,,,,,,
PI,2206803,Nossa Senhora dos Remédios,258.0025382329,286.7519303773,215.4193560997,803.3746324608,4696.5158156252,
PI,2206902,Novo Oriente do Piauí,776.793819215,2786.852240084,497.5916823381,8.7414556834,22808.2364962418,
PI,2206951,Novo Santo Antônio,,,,,,
PI,2207009,Oeiras,5207.6391377992,8509.9695279415,9717.6498113783,15866.0990902966,22189.4535374111,
PI,2207108,Olho D'Água do Piauí,,,,,,
PI,2207207,Padre Marcos,1027.5522257047,2469.7668407937,4012.3980278138,8949.2040285493,10321.3729430569,
PI,2207306,Paes Landim,183.8894980925,560.1266729616,529.636241947,283.0825459908,4075.8996763241,
PI,2207355,Pajeú do Piauí,,,,,,
PI,2207405,Palmeira do Piauí,264.3550845307,684.052768176,0,0.4743657742,2113.0323725175,
PI,2207504,Palmeirais,288.8736842763,8619.0818520278,458.339055531,94.5575497401,40177.4071380764,
PI,2207553,Paquetá,,,,,,
PI,2207603,Parnaguá,821.4845396606,848.2712021731,592.0604543391,1605.0656881049,8388.2434135489,
PI,2207702,Parnaíba,22000.0937590655,27799.5613527813,43083.193504899,97132.0897076522,105713.7904541,
PI,2207751,Passagem Franca do Piauí,,,,,14133.6067565101,
PI,2207777,Patos do Piauí,,,,,1906.7025244097,
PI,2207793,Pau D'Arco do Piauí,,,,,,
PI,2207801,Paulistana,1182.7995413671,2265.5179207995,2933.0526437445,6757.145392915,9245.3335293435,
PI,2207850,Pavussu,,,,,,
PI,2207900,Pedro II,787.047051836,4062.5788294912,1887.9651660052,1809.7273466854,35970.0219632842,
PI,2207934,Pedro Laurentino,,,,,,
PI,2207959,Nova Santa Rita,,,,,,
PI,2208007,Picos,8199.6884440353,22353.9686776813,41191.5302870269,74800.0046194721,115558.869225774,
PI,2208106,Pimenteiras,624.1098117079,1343.652059824,123.1952702422,172.3315792866,7633.7502262599,
PI,2208205,Pio IX,359.531830816,874.1455178096,1436.5677925801,4291.968572327,6279.4344927662,
PI,2208304,Piracuruca,3047.9962929285,5159.1268231076,2482.6816364096,4690.9161496965,22795.5755902805,
PI,2208403,Piripiri,2887.9567054978,8050.8121967487,17854.6057430653,22471.21903904,48030.2994108514,
PI,2208502,Porto,130.0600268327,556.9378090123,1612.0019628694,3601.5399528383,7587.9542746212,
PI,2208551,Porto Alegre do Piauí,,,,,,
PI,2208601,Prata do Piauí,312.054905854,354.6635652681,272.4571052323,882.4400859081,2746.5404597524,
PI,2208650,Queimada Nova,,,,,2657.6705765052,
PI,2208700,Redenção do Gurguéia,94.5080572015,191.0876428366,261.1514085292,742.0670638415,1959.7294455881,
PI,2208809,Regeneração,1808.8039721463,2332.9012448653,2033.7483250866,4787.6143969286,7554.3440790649,
PI,2208858,Riacho Frio,,,,,,
PI,2208874,Ribeira do Piauí,,,,,,
PI,2208908,Ribeiro Gonçalves,285.3073424951,392.1062332452,364.2424391732,1069.7141128066,2275.7926151289,
PI,2209005,Rio Grande do Piauí,645.2849660336,468.7641447997,230.1723892887,1058.7607659666,4673.080463633,
PI,2209104,Santa Cruz do Piauí,105.2070825451,187.9270370112,226.8974196269,990.813651449,5421.6126669872,
PI,2209153,Santa Cruz dos Milagres,,,,,1155.6566363172,
PI,2209203,Santa Filomena,215.5407814005,542.4799245824,922.8558947421,1292.8878004711,3005.174801119,
PI,2209302,Santa Luz,249.6439246831,360.91640841,352.6860270893,1107.6885947847,2506.4674764259,
PI,2209351,Santana do Piauí,,,,,5544.8358911389,
PI,2209377,Santa Rosa do Piauí,,,,,4758.3484973564,
PI,2209401,Santo Antônio de Lisboa,23.404117939,114.9264906249,381.4556170365,861.3607745672,3246.1841428358,
PI,2209450,Santo Antônio dos Milagres,,,,,,
PI,2209500,Santo Inácio do Piauí,133.7378167947,345.1074839092,601.936289886,977.9411560753,3257.5626127252,
PI,2209559,São Braz do Piauí,,,,,2501.6457613734,
PI,2209609,São Félix do Piauí,37.4465887025,114.2762169283,235.719467089,1002.8554603367,3825.1448247666,
PI,2209658,São Francisco de Assis do Piauí,,,,,,
PI,2209708,São Francisco do Piauí,156.027452927,330.3198487511,472.6768413707,797.6526664509,1087.8995916843,
PI,2209757,São Gonçalo do Gurguéia,,,,,,
PI,2209807,São Gonçalo do Piauí,272.1564571769,336.9985798428,282.0548034037,867.9488738202,3626.9985075566,
PI,2209856,São João da Canabrava,,,,,2482.4341427634,
PI,2209872,São João da Fronteira,,,,,,
PI,2209906,São João da Serra,641.9415206139,250.0085580393,65.8127874609,231.1294850412,2044.2576537947,
PI,2209955,São João da Varjota,,,,,,
PI,2209971,São João do Arraial,,,,,,
PI,2210003,São João do Piauí,3561.1037166969,3674.5282858521,2612.971368443,3812.9096718358,18451.58294711,
PI,2210052,São José do Divino,,,,,3957.3035862449,
PI,2210102,São José do Peixe,352.1762508923,256.7917106838,311.8272548742,2204.3527944069,4723.3169789333,
PI,2210201,São José do Piauí,231.8122157773,526.1493973506,807.1938382076,1332.0272479678,1815.8619290307,
PI,2210300,São Julião,10.0303362595,75.2470928661,381.55747016,1113.1986381242,2280.4289694152,
PI,2210359,São Lourenço do Piauí,,,,,2662.4391361703,
PI,2210375,São Luis do Piauí,,,,,,
PI,2210383,São Miguel da Baixa Grande,,,,,,
PI,2210391,São Miguel do Fidalgo,,,,,,
PI,2210409,São Miguel do Tapuio,643.8361396852,1339.5376398125,1883.7813530881,3878.2987080314,7866.8611882674,
PI,2210508,São Pedro do Piauí,1239.8610098661,1099.4493708858,658.9818738744,2320.9370157279,9765.0289614629,
PI,2210607,São Raimundo Nonato,3767.617195464,2913.8975714772,6386.2535192435,16264.1418597737,15391.2914107813,
PI,2210623,Sebastião Barros,,,,,,
PI,2210631,Sebastião Leal,,,,,,
PI,2210656,Sigefredo Pacheco,,,,,6370.1614350897,
PI,2210706,Simões,695.8824400543,1365.29494995,1810.56070961,4329.739932516,8175.3835480761,
PI,2210805,Simplício Mendes,1870.1004715105,4382.3768632324,6941.4548951767,9769.9215011262,13021.2088460722,
PI,2210904,Socorro do Piauí,355.7425926735,489.6914855992,286.904579051,42.8766548986,2651.6880086404,
PI,2210938,Sussuapara,,,,,,
PI,2210953,Tamboril do Piauí,,,,,,
PI,2210979,Tanque do Piauí,,,,,,
PI,2211001,Teresina,227031.311723182,413219.151515698,634636.97556397,1302888.2265071,2175204.88882599,
PI,2211100,União,3424.6911435666,4649.1623044978,3718.6497023525,14977.8761514586,19205.095140928,
PI,2211209,Uruçuí,423.2801901548,1104.6632639975,906.9903120506,2861.0943416807,7496.7951543887,
PI,2211308,Valença do Piauí,3116.7598203972,3669.7635482829,4418.2161284943,9298.7100718944,16109.7199436999,
PI,2211357,Várzea Branca,,,,,2755.9236564009,
PI,2211407,Várzea Grande,0,3709.2829981182,411.3299216303,950.6441946811,26153.3117746081,
PI,2211506,Vera Mendes,,,,,,
PI,2211605,Vila Nova do Piauí,,,,,,
PI,2211704,Wall Ferraz,,,,,,
PR,4100103,Abatiá,1491.8686151679,1215.462204299,834.4689100337,918.2202687931,2920.4178778119,
PR,4100202,Adrianópolis,2962.9993767973,3058.3150184153,2660.0554864651,2274.8561860728,6245.6577959471,
PR,4100301,Agudos do Sul,1012.8032511003,1249.3958299167,1298.7717645328,1181.4160799514,5193.2855895034,
PR,4100400,Almirante Tamandaré,4179.6201177263,8389.2102427823,14189.371749571,15151.3046942479,97275.0529202734,
PR,4100459,Altamira do Paraná,,,,1296.9357316914,6197.4581516299,
PR,4100509,Altônia,3278.4661185052,4829.4296100478,5994.8566452588,5433.5023710734,16591.7111545586,
PR,4100608,Alto Paraná,2111.28106884,4147.5766913979,6865.9497057368,3940.3120718838,11728.544432704,
PR,4100707,Alto Piquiri,2013.2475793849,3689.5563845364,5697.8228017926,4468.4862695389,10611.9572625099,
PR,4100806,Alvorada do Sul,2563.0101714247,3598.503511679,4257.4676139468,2933.3709505104,8611.7500925809,
PR,4100905,Amaporã,94.2629706298,368.9478141621,1216.8767189225,1141.1543823027,3069.2747142788,
PR,4101002,Ampére,736.2985372529,1338.694263014,2051.0048520962,2079.3783720766,9958.326053083,
PR,4101051,Anahy,,,,,2558.5021794156,
PR,4101101,Andirá,6000.257027124,7889.6886774473,8741.937554237,6933.9168061279,16208.4502763126,
PR,4101150,Ângulo,,,,,2984.6583823993,
PR,4101200,Antonina,5951.3450190306,7194.5846663627,7329.1590784436,6109.8244592131,23873.2605198361,
PR,4101309,Antônio Olinto,1119.8440910822,1059.5800452919,844.8270286563,833.9651932068,2756.0775436928,
PR,4101408,Apucarana,31628.9971651294,44791.613708682,53452.2285718884,46595.2083701425,158390.256621413,
PR,4101507,Arapongas,20494.1313911649,22227.1622465792,20314.0419096719,19674.0610530896,77817.5482854265,
PR,4101606,Arapoti,1638.0809562782,2779.1307044198,3973.1997959267,4921.6864501122,25710.940882837,
PR,4101655,Arapuã,,,,,,
PR,4101705,Araruna,3009.5024423081,2859.8863642027,2290.1328429731,1546.4991567022,4780.1250388595,
PR,4101804,Araucária,11530.7702506095,11424.6180938893,9538.5615088114,15762.2955827509,110772.579327257,
PR,4101853,Ariranha do Ivaí,,,,,,
PR,4101903,Assaí,9853.8320031052,9813.6987891588,8236.0337092177,5988.4994998928,14787.0615214529,
PR,4102000,Assis Chateaubriand,5195.9844143836,19392.9651727892,13282.0589771196,8879.9301605458,44929.6063038378,
PR,4102109,Astorga,7677.7189577987,7714.1991912117,6531.415428472,5073.9509027546,18920.5651261567,
PR,4102208,Atalaia,777.9837175981,840.2307366264,764.6882945551,716.3696127899,2597.9099308973,
PR,4102307,Balsa Nova,931.2134131886,1111.3576622526,1117.6769494672,1344.4866196511,9802.06954363,
PR,4102406,Bandeirantes,10011.8795838611,13772.288524186,15964.467178718,13954.9202392845,27251.5421809445,
PR,4102505,Barbosa Ferraz,2486.7619018488,9119.0441427696,6623.0282317923,1141.859493634,22083.9452711743,
PR,4102604,Barracão,3254.2719560435,1714.0265294412,4009.5580655243,2335.6973388706,12655.1600587567,
PR,4102703,Barra do Jacaré,644.758719108,933.3267268037,1138.4868067289,963.5423483546,3140.406391614,
PR,4102752,Bela Vista da Caroba,,,,,,
PR,4102802,Bela Vista do Paraíso,5310.8805019181,6121.0681520644,5944.9159836711,3353.0691905167,10262.104417141,
PR,4102901,Bituruna,1314.5494937499,1906.7390447719,2330.5766900897,2075.7137687919,8524.2569404079,
PR,4103008,Boa Esperança,913.408185403,1787.4252207611,2947.465192238,2225.8318069525,4368.9350237261,
PR,4103024,Boa Esperança do Iguaçu,,,,,2757.6753978785,
PR,4103040,Boa Ventura de São Roque,,,,,,
PR,4103057,Boa Vista da Aparecida,,,,666.4715834386,5905.4824178922,
PR,4103107,Bocaiúva do Sul,3582.0976205672,4168.9614869194,4088.6145522352,3815.4147757644,10235.1590188503,
PR,4103156,Bom Jesus do Sul,,,,,,
PR,4103206,Bom Sucesso,1505.0654310562,2775.2967988128,4312.4225636166,2505.9253983226,5751.471415813,
PR,4103222,Bom Sucesso do Sul,,,,,6704.4020683523,
PR,4103305,Borrazópolis,1819.1705965215,2254.7359443924,2354.9178943729,2411.7738611486,6897.4892886194,
PR,4103354,Braganey,,,,441.0538339641,4530.3512338829,
PR,4103370,Brasilândia do Sul,,,,,3678.2627199678,
PR,4103404,Cafeara,487.0253482542,691.6037849412,827.6009456251,924.0203020088,2679.9677244768,
PR,4103453,Cafelândia,,,,6563.6376099417,9807.7853099432,
PR,4103479,Cafezal do Sul,,,,,5477.6189011623,
PR,4103503,Califórnia,990.3896114173,1745.7450049903,2593.0647474773,1914.9435753472,6200.2774987255,
PR,4103602,Cambará,6120.7041562623,6803.5014919404,6372.669583739,5390.6552870783,16217.4265064456,
PR,4103701,Cambé,9317.4757002214,14768.1217490869,19724.6851819683,24368.0281550918,91363.2543716521,
PR,4103800,Cambira,2998.9240422707,3378.6327323272,3207.5565772037,2890.4537332272,4407.74908047,
PR,4103909,Campina da Lagoa,2490.9513672099,3936.4841451989,5242.1517128124,4098.7883453885,14577.5732731046,
PR,4103958,Campina do Simão,,,,,,
PR,4104006,Campina Grande do Sul,1663.008275178,2663.3054849729,3594.2259692424,4196.6594318301,21397.429790048,
PR,4104055,Campo Bonito,,,,,8322.3775914544,
PR,4104105,Campo do Tenente,1172.526618001,1789.3532195449,2301.0564264955,1855.4857590725,6301.1602687301,
PR,4104204,Campo Largo,8466.1763388,14190.8552660604,20044.1503813815,20322.0317959669,84538.4100219851,
PR,4104253,Campo Magro,,,,,,
PR,4104303,Campo Mourão,17411.5227783018,23620.4013286332,38769.5467419143,40203.1817247605,114530.958110769,
PR,4104402,Cândido de Abreu,780.8116067169,862.3123200545,802.4920572071,1497.9747805433,10533.4790464001,
PR,4104428,Candói,,,,,24935.0530940396,
PR,4104451,Cantagalo,,,,901.2414510534,11545.1740971763,
PR,4104501,Capanema,1510.7212092938,3566.3766042264,7094.5997443703,6640.161540422,23834.1244241231,
PR,4104600,Capitão Leônidas Marques,1232.5407093019,1936.3035364424,2563.323540644,2732.7897118269,13578.8199231343,
PR,4104659,Carambeí,,,,,,
PR,4104709,Carlópolis,4455.2869385015,5641.3244185469,6019.2764903559,4615.5759264606,10863.4743895807,
PR,4104808,Cascavel,37157.5203925682,37935.539885135,88599.5756836381,74351.6920639084,410960.513491667,
PR,4104907,Castro,10542.3706352388,27306.0191657605,28902.5699601147,34573.1441435173,114480.533243781,
PR,4105003,Catanduvas,2456.1788047109,3263.5416696045,3654.0641389714,3595.6550711862,7544.9393605811,
PR,4105102,Centenário do Sul,1808.0685133139,3070.4658134727,4393.9131707558,5005.9010711017,11082.3434763165,
PR,4105201,Cerro Azul,1376.5535810974,2134.2771196629,2788.4721906613,3560.8068739739,12797.8619693423,
PR,4105300,Céu Azul,1838.5468738177,2913.8342350037,3891.4620319441,3334.5887840781,14181.4712551298,
PR,4105409,Chopinzinho,1682.8034990102,3719.5707301677,6928.0347558614,5338.2705796406,19042.0478386461,
PR,4105508,Cianorte,11130.9905185052,14664.1808503586,16279.4461069417,15783.7547664906,60708.8122999518,
PR,4105607,Cidade Gaúcha,2092.0095281778,2703.5478889248,2944.1660228574,3537.5528536937,11899.4593572575,
PR,4105706,Clevelândia,4148.4086007844,5240.7300892814,5579.0452144923,7252.1255298318,25369.9549003777,
PR,4105805,Colombo,6877.3216005175,14120.7990910812,24431.8883758509,29382.0496021436,168703.912164139,
PR,4105904,Colorado,1468.6170824127,3758.480527126,8105.3888486294,5460.4364105595,19507.1276150549,
PR,4106001,Congonhinhas,1398.5482742444,2052.5565785674,2538.4618090693,3150.6798919246,7492.3310863263,
PR,4106100,Conselheiro Mairinck,811.1852305865,1220.736037094,1548.0369307935,825.4662630932,1542.5092616892,
PR,4106209,Contenda,1217.249160733,1442.7516733588,1440.9918039578,1476.7389562263,6058.104103623,
PR,4106308,Corbélia,1252.5454064021,2545.322482774,4358.6296589473,4071.6807452099,13073.3320962909,
PR,4106407,Cornélio Procópio,19060.8105544217,22564.6866812845,22509.9780368701,22834.9376590526,70533.2197112987,
PR,4106456,Coronel Domingos Soares,,,,,,
PR,4106506,Coronel Vivida,2121.126312439,3104.7443723821,3829.5080498427,4467.7415015974,17935.8352006385,
PR,4106555,Corumbataí do Sul,,,,,3593.4613823768,
PR,4106571,Cruzeiro do Iguaçu,,,,,3831.0364563054,
PR,4106605,Cruzeiro do Oeste,10328.2889552751,16230.1053359028,21491.766737705,15456.8710444021,35561.7850027371,
PR,4106704,Cruzeiro do Sul,825.5341494491,819.0401578698,684.7517796893,1047.6800769989,8807.6687204007,
PR,4106803,Cruz Machado,1014.8979837811,1561.0489869285,2023.338264828,2183.2198919672,10592.97089492,
PR,4106852,Cruzmaltina,,,,,,
PR,4106902,Curitiba,1475601.75906297,1923327.95997613,2112493.33300688,1831363.27998697,5902063.74287981,
PR,4107009,Curiúva,2293.2086021554,3768.4322289285,5218.3797182295,224.8601371847,6955.0807519169,
PR,4107108,Diamante do Norte,1186.3518536932,1498.8657775143,1595.7681599923,1753.7084896211,6180.0465163333,
PR,4107124,Diamante do Sul,,,,,4101.1287389335,
PR,4107157,Diamante D'Oeste,,,,,6615.4185641563,
PR,4107207,Dois Vizinhos,2005.0781219303,4118.5798858416,7128.8833944029,7328.5943214493,25623.3007429859,
PR,4107256,Douradina,,,,2182.9526567483,4547.477170985,
PR,4107306,Doutor Camargo,803.9584028383,1046.3195223267,1147.500541915,1290.6162972568,6071.9113102755,
PR,4107405,Enéas Marques,1646.0409404646,712.618325588,944.8019718479,1143.7025162188,6928.1393246794,
PR,4107504,Engenheiro Beltrão,1718.6234278497,3857.6565448306,7296.6616983252,5363.8614262574,23082.4807500907,
PR,4107520,Esperança Nova,,,,,,
PR,4107538,Entre Rios do Oeste,,,,,3293.2774738078,
PR,4107546,Espigão Alto do Iguaçu,,,,,,
PR,4107553,Farol,,,,,5867.1403177687,
PR,4107603,Faxinal,2720.4293323767,4876.8370866565,7367.1051435206,6672.3895206506,19440.4396482653,
PR,4107652,Fazenda Rio Grande,,,,,20797.9637263244,
PR,4107702,Fênix,140.7660361404,515.5807052035,1591.304357607,1421.7972603718,5297.7814132763,
PR,4107736,Fernandes Pinheiro,,,,,,
PR,4107751,Figueira,,,,4211.9385929521,6492.1286968619,
PR,4107801,Floraí,640.9882002828,1454.682890346,2781.9187895082,2938.3106424494,7752.6403607326,
PR,4107850,Flor da Serra do Sul,,,,,5045.6350260991,
PR,4107900,Floresta,1176.1924001921,1779.5449990488,2268.8062032207,2313.7665702857,7847.1665507553,
PR,4108007,Florestópolis,1427.1413753355,2333.8206958026,3216.072253902,2582.6027798554,8947.5712890017,
PR,4108106,Flórida,1505.2749043242,850.6458246953,405.078832078,706.9172375813,4924.7950499757,
PR,4108205,Formosa do Oeste,3867.2954750393,6888.2059003643,10338.6231903907,4256.2670948107,14436.3179033275,
PR,4108304,Foz do Iguaçu,53249.9900018568,78563.5586311408,97674.3623548435,94512.9317003554,507365.929662318,
PR,4108320,Francisco Alves,,,1911.4960483482,921.99789345,7075.9765396532,
PR,4108403,Francisco Beltrão,15949.7135771014,22206.2757276914,26052.9189610883,23718.4909959009,92980.5529306813,
PR,4108452,Foz do Jordão,,,,,,
PR,4108502,General Carneiro,837.4741257289,1636.9494858824,2696.2302608304,2350.7096739253,7817.0337138169,
PR,4108551,Godoy Moreira,,,,,3835.2770038799,
PR,4108601,Goioerê,4764.260008899,9305.4251930407,15315.6280373477,12367.1873185024,32379.6926699611,
PR,4108650,Goioxim,,,,,,
PR,4108700,Grandes Rios,2077.9748192174,3370.2287069227,4606.1310240978,5979.4606225499,14389.4353926734,
PR,4108809,Guaíra,18627.9340459628,25573.6157384974,29585.3969122655,22959.1594562702,68140.5643697274,
PR,4108908,Guairaçá,747.8195669967,1238.4732906908,1728.3603169233,1566.9413652878,4824.8459282298,
PR,4108957,Guamiranga,,,,,,
PR,4109005,Guapirama,315.8856882439,519.2625098198,719.286331366,567.2073092432,2107.6712112041,
PR,4109104,Guaporema,1010.3943085175,425.3862133377,150.9154665552,371.9602415556,3111.3190576236,
PR,4109203,Guaraci,650.938180516,1115.3411391623,1610.3990961669,1536.1775877874,2737.846881785,
PR,4109302,Guaraniaçu,4293.7830488222,5608.2543714465,6172.6710149472,6888.4309009496,22538.9667717901,
PR,4109401,Guarapuava,32071.8236538215,48989.9174221813,63059.072775915,55028.2794915443,205835.046027633,
PR,4109500,Guaraqueçaba,458.746457065,878.1210389604,1416.4259116352,1745.980642846,12623.1473924119,
PR,4109609,Guaratuba,7603.4606842693,6100.3805361395,4124.3961225314,6679.2664266943,39484.7276705674,
PR,4109658,Honório Serpa,,,,,7775.3086295088,
PR,4109708,Ibaiti,5554.6026493131,8381.3588013681,10656.968694407,6510.2110897082,18797.5597486922,
PR,4109757,Ibema,,,,,4250.4238891371,
PR,4109807,Ibiporã,8008.6867213435,13560.6666000608,19349.003035063,12653.5097359132,42923.5426312355,
PR,4109906,Icaraíma,2978.7098719022,3079.6665900041,2683.1009897203,3239.4975805745,13880.4971436606,
PR,4110003,Iguaraçu,1250.0317271854,1147.5349976795,887.7049962012,994.7152867042,3855.7028970351,
PR,4110052,Iguatu,,,,,1978.0292049497,
PR,4110078,Imbaú,,,,,,
PR,4110102,Imbituva,3006.0461333848,5404.7904178891,8188.7930489053,5788.769272653,15868.2114414433,
PR,4110201,Inácio Martins,1155.8734931897,1168.9109104723,996.1169752774,1558.1292769003,8258.0742977578,
PR,4110300,Inajá,618.9935071358,699.7428824778,666.5745172909,908.5758302251,3938.3265598595,
PR,4110409,Indianópolis,829.5141415423,1437.2350573082,2098.406538837,1897.1414637367,5518.6684841636,
PR,4110508,Ipiranga,1907.0446324753,1635.584155959,1182.0687967975,1107.6127465698,5667.7719636646,
PR,4110607,Iporã,4153.0170126818,7449.0408615993,9347.3744559701,9195.9712580025,19214.8930130616,
PR,4110656,Iracema do Oeste,,,,,4401.58753443,
PR,4110706,Irati,8612.5981531786,12340.3257446354,14899.678048957,15613.4616011629,58449.0364216739,
PR,4110805,Iretama,1010.4990451516,1553.4966024748,2012.5307701263,2030.5843391063,10824.0183830577,
PR,4110904,Itaguajé,802.7015632298,703.7699942315,519.9543370915,540.2701056334,4298.115136397,
PR,4110953,Itaipulândia,,,,,5185.8252569423,
PR,4111001,Itambaracá,1266.2659054605,2305.2062687297,3536.3276062545,2601.2731631191,5699.3733871621,
PR,4111100,Itambé,1645.2030473924,1815.383405525,1688.0100898234,1506.8747593084,4650.5792114306,
PR,4111209,Itapejara d'Oeste,1108.5325346067,1189.5732626939,1075.7014788811,1187.7819628931,6291.6087101206,
PR,4111258,Itaperuçu,,,,,12986.8478917592,
PR,4111308,Itaúna do Sul,104.7366340331,374.4581794991,1128.1474121096,1331.5689134732,3818.9861112172,
PR,4111407,Ivaí,863.7630208712,1456.9206090221,2070.7848891766,1578.073483804,4104.2672300527,
PR,4111506,Ivaiporã,11076.4227321739,14299.4139914264,15555.8869580239,12970.1874208311,40388.858097427,
PR,4111555,Ivaté,,,,,12763.4237617976,
PR,4111605,Ivatuba,440.7317560114,925.0678254847,1636.1783039031,2112.1642080498,7387.8955896857,
PR,4111704,Jaboti,130.9207925414,280.257109722,505.5480889566,395.9180984368,1693.7019232652,
PR,4111803,Jacarezinho,26669.6128070265,30935.2464084246,30237.6662910391,27822.4879098002,102678.273089676,
PR,4111902,Jaguapitã,1727.5260417424,2816.2611070147,3868.8247119609,2806.8930382468,10039.9925283063,
PR,4112009,Jaguariaíva,7444.1562639049,7912.9794733084,7087.9789368053,8413.6285446226,31560.9864819272,
PR,4112108,Jandaia do Sul,3994.7599586576,6506.6643844403,8930.6680178461,6029.052253792,18954.5199343971,
PR,4112207,Janiópolis,1040.453722485,1475.0919600053,1762.2732316908,1083.5369965658,4833.784390798,
PR,4112306,Japira,1034.1695244432,2027.477040548,3349.4845221774,1840.899228399,4669.3723784226,
PR,4112405,Japurá,636.7987349214,1046.7838559264,1450.0055391439,1661.6516791368,8028.7077926294,
PR,4112504,Jardim Alegre,4117.8255036465,3389.2567518108,2350.7087384323,1907.1860801393,5986.4129115886,
PR,4112603,Jardim Olinda,170.5112402058,366.8415656609,665.0616178246,911.7924846638,6667.6884611229,
PR,4112702,Jataizinho,657.1176419238,2084.2968781857,5571.0088722783,3765.7255849767,8180.4181455413,
PR,4112751,Jesuítas,,,,4470.7196573298,7595.722689388,
PR,4112801,Joaquim Távora,4571.7540755461,6002.8234327135,6641.8046622962,4466.7604846627,9700.8681186864,
PR,4112900,Jundiaí do Sul,268.3352563928,616.7591028101,1194.5689413972,1221.6803309758,3861.2382776268,
PR,4112959,Juranda,,,,949.1156661915,6648.0040510794,
PR,4113007,Jussara,1576.6005521008,1926.8147415191,1984.3399107657,2145.7127089332,6733.2488744488,
PR,4113106,Kaloré,840.4067514818,1227.2057913998,1510.0908657166,1616.0242256256,5027.3731986218,
PR,4113205,Lapa,24214.376632022,22767.3784198369,18038.9219725404,12965.6350740189,49506.2755800621,
PR,4113254,Laranjal,,,,,4777.7398653334,
PR,4113304,Laranjeiras do Sul,7003.5292445274,9692.9501327686,11304.5383483538,8557.6818038344,24056.4221683162,
PR,4113403,Leópolis,1604.0415502173,1385.7728370683,1008.8492975177,1102.2324312954,4639.5363821275,
PR,4113429,Lidianópolis,,,,,2544.3679347342,
PR,4113452,Lindoeste,,,,,4845.6167513855,
PR,4113502,Loanda,6724.5108514633,8132.9995311002,8288.932763326,8841.2782870394,24612.4783409886,
PR,4113601,Lobato,1736.9523388055,2168.8590563194,2282.0890111578,2200.0786515333,6719.5298196875,
PR,4113700,Londrina,114232.790431013,167124.23431124,206037.321990459,225916.706769185,963595.547263193,
PR,4113734,Luiziana,,,,,8536.4494354019,
PR,4113759,Lunardelli,,,,1246.7026191472,4398.0642745605,
PR,4113809,Lupionópolis,1936.7898365407,3103.0456737958,4189.3983723691,3184.2610065736,7273.8220954965,
PR,4113908,Mallet,1267.6274817031,1912.1458311524,2430.5703572848,2920.3278149046,11905.2371719735,
